iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_episods,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,20000,-23.727272727272727,11,154.17650143969513,129.72145439311862,5,-24.0,5,306.21741816180753,24.72752871294506
2,40000,-22.583333333333332,12,47.18256368787435,423.88540250388905,10,-24.0,5,237.70245469621045,31.83391610183753
3,60000,-22.90909090909091,11,44.52537028995543,449.18211504491046,15,-24.0,5,248.43938596010557,34.18540086620487
4,80000,-22.333333333333332,12,43.95080092734209,455.05427837511525,20,-24.0,5,261.562137804531,28.930028113070875
5,100000,-22.583333333333332,12,43.74826341456118,457.16100340895355,25,-24.0,5,233.09194830769547,32.4464232029859
6,120000,-22.833333333333332,12,43.63819802063199,458.3140667390544,30,0.0,5,244.90966381952342,51.00656219595112
7,140000,-22.416666666666668,12,44.49321510307447,449.5067383570131,35,-24.0,5,230.74121094361053,36.65578405093402
8,160000,-22.666666666666668,12,44.098295687779704,453.5322666799184,40,-24.0,5,229.99962180284354,39.01745546213351
9,180000,-21.90909090909091,11,43.908494202494595,455.4927324031014,45,0.0,5,248.72480562265523,50.19603882590309
10,200000,-21.583333333333332,12,43.71293912747367,457.53043376188725,50,0.0,5,241.99669164329296,51.612275833962485
11,220000,-23.416666666666668,12,43.96833791043794,454.8727777870372,55,0.0,5,251.26154752088868,49.69323847279884
12,240000,-22.916666666666668,12,44.68529203842233,447.57456173282117,60,-24.0,5,285.591291864441,26.47139536589384
13,260000,-22.363636363636363,11,44.011888349558596,454.4226741909515,65,-24.0,5,303.55815745336093,29.63517790287733
14,280000,-21.272727272727273,11,43.704563881670666,457.6181117868982,70,-24.0,5,283.350513903149,26.821903003845364
15,300000,-21.916666666666668,12,43.824103973322146,456.36985555198044,75,-24.0,5,255.30424773935326,33.15651844791137
16,320000,-22.363636363636363,11,43.17187147974041,463.2646052739583,80,0.0,5,258.8312813187173,48.263099948177114
17,340000,-22.363636363636363,11,43.22794722068629,462.66365362890065,85,0.0,5,266.09557424530664,46.938022308051586
18,360000,-22.0,12,43.50971632501997,459.66744187893346,90,0.0,5,256.21089806245743,48.75280518690124
19,380000,-23.0,12,43.42724373203465,460.5403954118956,95,0.0,5,282.8048141652624,44.161200143862516
20,400000,-22.5,12,43.05159868094837,464.55882273311727,100,0.0,5,258.3236858787187,48.29986827401444
21,420000,-23.0,11,42.592058763844285,469.5711026999634,105,-24.0,5,261.6541513100275,32.458877329016104
22,440000,-22.666666666666668,12,43.54628942437662,459.28138228016905,110,-24.0,5,251.48382005107192,30.18882088898681
23,460000,-23.5,10,43.083163098997055,464.2184686867986,115,-24.0,5,252.59193521947455,29.98116307007149
24,480000,-22.583333333333332,12,42.81477608884357,467.12845019903034,120,0.0,5,255.00009305123504,48.94900174601935
25,500000,-23.5,10,43.09131119703694,464.13069002586417,125,0.0,5,252.77401166799334,49.41963739693165
26,520000,-21.363636363636363,11,43.12099389789872,463.81120173982345,130,0.0,5,240.6846573734667,51.88116324599832
27,540000,-22.181818181818183,11,42.792840809421754,467.3678966318257,135,-24.0,5,256.9690973394039,29.419879971072078
28,560000,-21.181818181818183,11,43.525946505906745,459.4960386969615,140,-24.0,5,270.8843693560709,27.9824192810338
29,580000,-22.636363636363637,11,43.69877986953569,457.67868255614303,145,-24.0,5,254.82887181524606,29.682664864929393
30,600000,-22.2,10,43.310763074349595,461.77898010401987,150,-23.8,5,244.70181130054002,37.11047315807082
31,620000,-23.181818181818183,11,43.28191893604928,462.08672100584954,155,-23.6,5,230.85115479632987,39.95648195105605
32,640000,-21.8,10,43.15357939482015,463.46097543882206,160,-24.0,5,240.56205645859984,37.40822693519294
33,660000,-22.363636363636363,11,43.748671644005725,457.1567375289742,165,-24.0,5,234.92120831795202,32.27039420697838
34,680000,-21.90909090909091,11,43.75313082272853,457.11014558095485,170,-24.0,5,252.1152329482187,30.03785178484395
35,700000,-23.5,12,43.17974566298171,463.18012514710426,175,-24.0,5,245.33395182165893,30.94149808306247
36,720000,-22.181818181818183,11,43.145761354327774,463.5449548740871,180,-24.0,5,248.49572157419126,30.36269579292275
37,740000,-21.6,10,43.07298753771906,464.3281356438529,185,0.0,5,301.4110741831511,41.43842436396517
38,760000,-21.272727272727273,11,42.63209362950952,469.1301387590356,190,-24.0,5,294.2467514257082,25.78788028494455
39,780000,-21.818181818181817,11,42.344699547651544,472.314131724881,195,0.0,5,276.0467239352066,45.23147321585566
40,800000,-21.2,10,43.28817559651367,462.0199332588818,200,-24.0,5,307.9193892660987,24.652556041022763
41,820000,-23.363636363636363,11,42.70592177312103,468.31912694103085,205,0.0,5,269.62222009830765,46.29440405708738
42,840000,-22.636363636363637,11,42.47063203535703,470.9136417689733,210,0.0,5,272.57550629803865,45.792815977940336
43,860000,-22.11111111111111,9,42.70836402189441,468.2923464300111,215,-24.0,5,250.37240700110186,30.302860011113808
44,880000,-21.8,10,42.82409441425782,467.02680520294234,220,0.0,5,252.28004465174863,49.47279923479073
45,900000,-23.1,10,43.503373533723746,459.73446138598956,225,0.0,5,237.92163960575596,52.49207268701866
46,920000,-23.181818181818183,11,43.40055355421935,460.8236154180486,230,-24.0,5,236.6489792690155,37.97607759712264
47,940000,-21.555555555555557,9,43.3348160655142,461.52266966504976,235,-24.0,5,231.70463968525416,32.60185039998032
48,960000,-21.9,10,42.44779255273915,471.1670218221843,240,0.0,5,253.20543847501187,49.307787680998445
49,980000,-22.2,10,42.66990757234605,468.7143970511388,245,-24.0,5,229.408597306338,33.08071314287372
50,1000000,-19.666666666666668,9,43.251061842321675,462.41639275616035,250,0.0,5,262.7123838918337,47.553905967157334
51,1020000,-23.0,10,42.67789287721858,468.62669760989957,255,0.0,5,242.21284650790685,51.566216161008924
52,1040000,-21.22222222222222,9,43.098837489021875,464.04963950812817,260,0.0,5,262.10864372462026,47.68251753319055
53,1060000,-21.818181818181817,11,43.22010858209515,462.7475648750551,265,-24.0,5,274.0287787631495,27.551850700052455
54,1080000,-19.22222222222222,9,42.233201273364685,473.5610703660641,270,-23.4,5,287.43493815831323,32.04203378688544
55,1100000,-20.444444444444443,9,42.27834057641678,473.0554635617882,275,0.0,5,283.2346449288695,44.087120779789984
56,1120000,-22.11111111111111,9,42.81296245075056,467.14823864400387,280,0.0,5,279.4559381364544,44.686830000020564
57,1140000,-21.1,10,42.66426118235284,468.77642892999575,285,-24.0,5,256.24353979051966,29.5461107280571
58,1160000,-23.3,10,43.375165673693914,461.0933396879118,290,0.0,5,259.96808449303984,48.025125947082415
59,1180000,-21.0,10,42.78160642700061,467.4906267048791,295,0.0,5,260.29640180604184,47.979917944874614
60,1200000,-20.9,10,42.936086147104454,465.80864244303666,300,0.0,5,245.4383959579973,50.8681616471149
61,1220000,-18.666666666666668,9,43.50638877938536,459.70259911520407,305,0.0,5,240.5935171250153,51.92575489683077
62,1240000,-22.11111111111111,9,43.32620134251299,461.61443607509136,310,0.0,5,240.1181769222207,51.9619137539994
63,1260000,-21.333333333333332,9,43.66704140095753,458.0113366590813,315,0.0,5,243.7511624666154,51.203858368098736
64,1280000,-19.333333333333332,9,43.453068866351195,460.2666859161109,320,0.0,5,248.5608175158139,50.2090398829896
65,1300000,-20.333333333333332,9,42.48036958278716,470.8056967589073,325,0.0,5,253.57356263937882,49.22437445796095
66,1320000,-21.1,10,42.6410517999577,469.03158237808384,330,-23.6,5,222.72071568394418,41.56775435805321
67,1340000,-18.333333333333332,9,43.47106593232115,460.0761350351386,335,0.0,5,251.5359348870332,49.64698187401518
68,1360000,-16.375,8,43.247909098087426,462.45010260818526,340,0.0,5,240.26816888625822,51.950285624014214
69,1380000,-20.22222222222222,9,43.48191976685508,459.9612921241205,345,-24.0,5,242.07250105745007,31.31293297209777
70,1400000,-20.625,8,43.04005590535596,464.68341128504835,350,0.0,5,249.50965763927763,50.05016686790623
71,1420000,-19.8,10,42.47662480439721,470.84720342303626,355,0.0,5,248.78339191156599,50.21235502907075
72,1440000,-20.11111111111111,9,42.42216803723935,471.45162365213037,360,-23.4,5,242.48968615636596,38.352146631106734
73,1460000,-19.333333333333332,9,43.049876857145144,464.57740323781036,365,0.0,5,242.09871771184328,51.56987248011865
74,1480000,-20.5,10,43.427931572771094,460.5331010639202,370,-24.0,5,238.69308953659365,31.655713262036443
75,1500000,-16.555555555555557,9,43.24697857490552,462.4600529111922,375,-24.0,5,247.64623033486362,30.555684169987217
76,1520000,-19.22222222222222,9,43.168837334605584,463.2971660778858,380,-24.0,5,258.0969360165703,32.5652839189861
77,1540000,-15.11111111111111,9,43.06132798460862,464.45386001910083,385,-23.6,5,243.63387287949251,37.83135690889321
78,1560000,-15.625,8,42.72762903985136,468.0812029459048,390,0.0,5,244.00646512219882,51.16667705401778
79,1580000,-15.11111111111111,9,42.873795998769154,466.48540289211087,395,0.0,5,255.3244747470466,48.94947894196957
80,1600000,-19.75,8,42.69070727523121,468.4860307199415,400,-23.2,5,261.21685015630123,35.874408539850265
81,1620000,-15.0,8,43.083042168234414,464.2197717120871,405,0.0,5,256.1575283985817,48.75905884196982
82,1640000,-17.0,8,42.435519045190816,471.3032961538993,410,-24.0,5,255.14323230382024,29.653931760927662
83,1660000,-15.0,9,43.01438741175933,464.9607074151281,415,-23.4,5,239.92442813556306,38.59965436602943
84,1680000,-16.666666666666668,9,42.777550309646465,467.53495362005197,420,-24.0,5,235.9325844172124,32.093913685996085
85,1700000,-19.5,8,43.34850957468271,461.3768776881043,425,-24.0,5,288.0323324174741,26.34079284197651
86,1720000,-17.11111111111111,9,42.442642642449634,471.2241923408583,430,0.0,5,262.366992092965,47.616508084116504
87,1740000,-12.25,8,42.438266370575285,471.2727853998076,435,0.0,5,268.7555144737164,46.4660233091563
88,1760000,-16.555555555555557,9,42.185134528967644,474.10065709915943,440,-22.8,5,239.49511258245735,39.896430023014545
89,1780000,-13.125,8,42.79071221107582,467.39114556787536,445,0.0,5,237.1565152262066,52.64034170890227
90,1800000,-12.333333333333334,9,43.004443078668864,465.0682247742079,450,-24.0,5,247.71248532544203,30.55558539996855
91,1820000,-20.0,8,42.030175423061415,475.8485968399327,455,0.0,5,258.38556201288185,48.288301802938804
92,1840000,-16.0,8,42.46362483661282,470.99135028989986,460,-24.0,5,268.6023980483483,28.19036633707583
93,1860000,-13.444444444444445,9,42.22281598708394,473.67754926905036,465,0.0,5,252.4773033185447,49.473754019942135
94,1880000,-13.625,8,43.01037258434174,465.00410943385214,470,0.0,5,256.70513140278956,48.64725505001843
95,1900000,-17.88888888888889,9,42.86667865027842,466.5628555729054,475,-24.0,5,238.54629880299711,31.704537181882188
96,1920000,-14.75,8,43.20980320120342,462.85792848607525,480,0.0,5,244.49450958122927,51.084991730051115
97,1940000,-14.0,9,42.601539454930176,469.46660275408067,485,-24.0,5,235.24596915206524,32.16633223206736
98,1960000,-15.625,8,42.7053589064504,468.3252994972281,490,-24.0,5,250.70273442582496,35.96291049895808
99,1980000,-10.25,8,42.67916088417101,468.61277461098507,495,-24.0,5,226.99965577242776,37.409748358884826
100,2000000,-13.777777777777779,9,43.258057589666485,462.34161019697785,500,-24.0,5,230.8065524524205,32.81969216000289
101,2020000,-15.125,8,42.79922580900575,467.29817238403484,505,-23.6,5,235.57786735455747,39.01470075780526
102,2040000,-12.5,8,42.78983251208727,467.40075447480194,510,-24.0,5,237.37953268722694,31.915135707939044
103,2060000,-13.125,8,42.51839299137662,470.38466397486627,515,0.0,5,257.8044853965895,48.49023468606174
104,2080000,-13.125,8,42.213623565907845,473.78069709590636,520,0.0,5,239.28244395476008,52.20190747617744
105,2100000,-11.222222222222221,9,42.61075688265991,469.3650491840672,525,-24.0,5,250.24080308897902,30.3907272759825
106,2120000,-7.5,8,42.58572534561632,469.64093807688914,530,0.0,5,271.9760828915661,45.923155695199966
107,2140000,-14.5,8,42.54784594503249,470.0590489548631,535,0.0,5,261.1959008327295,47.83765732985921
108,2160000,-14.333333333333334,9,42.676891966601595,468.6376884158235,540,-22.4,5,242.6874434866136,40.397640105104074
109,2180000,-12.875,8,42.15415120383273,474.4491213520523,545,0.0,5,284.1387385343572,43.964438162976876
110,2200000,-15.222222222222221,9,42.24074984483636,473.47644332703203,550,-24.0,5,247.87011943050567,36.39002563408576
